Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Cyprus,CYP,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,3876856639,4662551734,5425438493,5847396728,6426614668,6796353536,6967417649,7386975263,7799329645,8482386698,8896542687,9226066205,9877910923,10732031936,11584952182,12442701985,12534715946,13712979098,13808969992,14623699052,15515744854,15767878562,16146695644,16968828116,17764001782,18771821147,19443112112,20069298195,20628869708,21532290222,22364106162,23374254602,24527557385,25423474626,24907637952,25247424011,25349522712,24728953808,23260282189,22679459776,23039202805
Czech Republic,CZE,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144131471508,127390684171,126745396407,126823857191,130513555672,138633333857,144570720954,143595922150,143142112125,145200567590,151435677521,156056769451,158626945854,164340438678,172471109994,183582151291,196206259196,207055025840,212668195599,202371258175,207015860050,211087060105,209186629176,208081766440,212197944320,221106119393
Germany,DEU,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,1534144071523,1582204199073,1650244379603,1729084588874,1744474629669,1729354589536,1814944816689,1875694977881,1932125127682,2012315340530,2040665415762,2051465444371,2043365422914,2075495508212,2134085663709,2183765795497,2233715928079,2265036011126,2349006234040,2440536476954,2568786817351,2700007165563,2751950092715,2725636900662,2792615933775,2841141562914,2864379192053,2917347311258,2975099655629,3034218900662,3124093841060,3177061960265,3177061960265,3154507801325,3191414609272,3213968781457,3332890754967,3441560834437,3478809377483,3283339933775,3417298013245,3542371125828,3556723774834,3567317390728,3624386278146,3685555907285
Djibouti,DJI,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,921610913.7,882187931.7,882029429.2,823631308.1,815911061.4,787449952.7,755042458.8,749410807.5,750155561.2,766501497.3,769691783.4,785453257.9,806020840.7,831813180.1,863642312.6,891016329.4,933783907.5,981407460.1,1038328726,1090583938,1128611700,1179032592,1236125825,1297930970,1375809351,
Dominica,DMA,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,184953233.1,206726848.3,168597830.1,192641035.1,215920487.8,224847552.2,230899764.2,243429294.3,246556291.2,264006897.8,283856763.8,308152113.3,307402791.8,323556495.8,325523495.7,332188123.5,337772019.9,342606636.2,349372154.9,358601809.2,363947909.1,382065553.3,384676187.3,386119919.2,387946664.2,381145337.5,410444791.6,423784839.4,423410881.6,435815497.2,463519138.9,496184626.8,490395806.2,493703703.7,493703703.7,487501395.9,490395806.2,509416216.9,523474781.3
Denmark,DNK,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,96517449733,102674136162,108492496875,109183617118,119304870965,124739511843,128158509733,132543587828,137812126126,146525277140,149494009886,153981645686,160410375669,166440586209,165082506979,163066103839,173002537526,176426005050,180438896819,187566466510,186652000551,184996576821,191867317758,196955365125,205159692715,213416210096,223978692431,224628089152,224307625505,225592684785,229218960029,232199785370,236786800413,236574627496,249646314699,257298412190,264760406109,273393965257,279458224427,287696698138,298476378443,300933304884,302336551626,303515940328,311525577426,319117547697,331233619601,333964367632,331566650664,314696751480,319810991981,323495670418,323258476912,322470439715,326539713021,330388150993
Dominican Republic,DOM,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,4210329173,4112933786,4814075518,5127130162,5473973602,4790721308,5435712638,5616588274,5630004084,6243192930,7381119906,8183555852,9034168075,10199193045,10811338708,11372798918,12137974778,12742662457,13015442679,13605224347,14689389099,15318075486,15578284956,16299239626,16503452143,16153160599,16722073817,18413907455,18810904548,19638685704,18567530435,18742833711,20713301929,22209345298,22720883465,23969084576,25678408049,27733778299,29678081930,31671070219,33462577522,34067992342,36039918367,35948608059,36420238778,39793754472,44040207629,47772449978,49274277962,49735377437,53864484468,55383939355,56840263481,59555944572,63927874022,68372979594
Algeria,DZA,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,27442864627,23709141781,19041987306,25576003182,27069491640,28749667432,27368254266,29955365095,33189417778,35988374401,39177900624,34738370951,44265011198,45952914113,49397047208,51889296986,56241125965,59198613933,64653668944,69488358168,70037737971,72138867372,76755757852,80900571098,85431000272,88591944935,88946313603,88323691610,87440449843,91287831525,92018134707,90913916553,92550369143,90606810687,89791352520,93203419236,97024757999,98092030277,103094727361,106393760237,110436723126,113749824820,120119815010,128768441691,134305484683,142229508280,144647409921,149565421858,153154991982,155605471854,161207268841,165882279637,171522277145,176324900905,183025247139,190163231778
East Asia & Pacific (excluding high income),EAP,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,244146825083,214976721180,214413873616,227217663183,250905821559,276473248042,298541408153,295717521973,303097289564,336708753343,381022076875,405888258818,427200070350,465114867955,485250032764,518229483968,534401640973,575844863192,632726728530,677740471299,727335839317,769656775633,815139913385,883496741717,968348623065,1041848821593,1114952631366,1215944884282,1336207859597,1419967481456,1502058267737,1627891468769,1806026811193,2006255493779,2222799783595,2440854023541,2658488240569,2845768598689,2895149084591,3070493007720,3298946472328,3518637019959,3793516286781,4123073144065,4488780190466,4921819124573,5449300171358,6110102320550,6623838400590,7123891314783,7820047724903,8480167403838,9110169022304,9760334110042,10416475622006,11089407058889
Early-demographic dividend,EAR,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,1082876676440,1128683523805,1174655761629,1235507883626,1338310003070,1412252764614,1467253227378,1546110448718,1653438917951,1754509308726,1865946694955,1962735573518,2085931060386,2226976329713,2371423004705,2461560359945,2625519016146,2729886740981,2784728986217,2870535111282,2952005333649,3066350566950,3091988509501,3128915926485,3202786078453,3240791772714,3316593050330,3423269134530,3536171029446,3605388600383,3800542214429,3982972099944,4161763313696,4313203186865,4444452785629,4573744224200,4826888992604,5067396701418,5159127702259,5253874153616,5487904072384,5552303146624,5650022386298,5902650627117,6305529756797,6721229816375,7167964405086,7627309301263,7910974658358,8023832467515,8545646445320,8994955534816,9368178130159,9726527510870,10093297181731,10517545316683
East Asia & Pacific,EAS,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,1304648893745,1380399449018,1465429556020,1579996611414,1748377049017,1862224142535,2030717038783,2203744786313,2432412273210,2715682516158,2776036593207,2918694884042,3137342783399,3381517047716,3398774176015,3519196518628,3669023465906,3860691166788,4081844105516,4318585330266,4470251276282,4674168787332,4859126207846,5050174437055,5341570000581,5675824107744,5921591053479,6250517761684,6733575466200,7102310759775,7498075318601,7833196252066,8103990206870,8398817151171,8759591900086,9170324863185,9613699797761,9976085603494,9919340130126,10220891150120,10695082197419,10982297379114,11391713256786,11889303337569,12513760316455,13129657286461,13879383396249,14811287692042,15341745572404,15544601023958,16673982045590,17427843028962,18250724960676,19074705086970,19836967026266,20607791912070
Europe & Central Asia (excluding high income),ECA,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2454787648495,2418451444783,2289845167113,2047026089365,1932793047274,1728378670353,1705757230473,1705535835452,1750456064027,1719284211100,1756925849171,1898627204595,1951661016415,2057144727816,2196163822259,2376152391173,2541604256173,2747206323232,2957392078169,3086961547265,2897932204035,3053602710403,3216758391995,3308463586112,3394900641153,3447682801841,3425121260358
Europe & Central Asia,ECS,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,8428205778634,8742040333506,9159939523881,9710298980533,9938536264794,9890663661202,10364288298834,10663382562243,11003590432377,11413850768419,11577844926240,11635332055866,11747432837943,11971824617662,12290206079715,12627377701767,12977675897262,13375005310646,13936763623866,14432168706020,14763516260465,14824351100920,14732271303323,14607864384542,14766320206857,15084093189126,15355256328269,15796658617479,16193524934422,16663150192102,17382963860990,17773847164243,18079600502632,18415659805737,19009917366490,19526387886177,20298459440840,21053483623036,21267573853902,20310243971333,20831861081311,21306393651579,21333559599760,21461118234053,21763445394190,22086084634936
Ecuador,ECU,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,10202243247,10359671885,10831957305,11251766964,12130742580,12703067759,12659937587,13244962664,13497867067,14128114603,15098988654,16049108549,16854395152,19205698245,21358370782,23701844117,25455113995,25863628384,27339620381,28360495038,29412295888,31063168090,31254158536,31148873036,31966616074,33224502867,34375659634,34286592743,36306233274,36671393361,38020869119,39652474795,40490851303,41289824101,43048048229,44017726512,44780002397,46718020342,48244078213,45957605226,46459371078,48325007475,50304775101,51674512422,55917517446,58876285669,61468918472,62815127109,66808366776,67186830557,69555367000,75028081292,79261137178,82870352926,85915823595,86165289702
"Egypt, Arab Rep.",EGY,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,23573024668,23822108115,23971219032,24623575735,26301069191,27773538668,28729201721,29312087516,29518810096,30252499717,32956822959,37777499132,42626981007,45090696924,47813659681,52600445446,54576160668,59983114173,64422548089,68346857409,72859151049,74787423721,76671634175,80735782004,84750270728,89582522080,90548972356,94562099271,97305147975,101171249025,105868082561,111149555940,117252924228,121985682646,129433470193,136381466596,141202859220,144550057617,149166198274,155269958553,162212626120,173312772192,185597209140,198871216255,208189218087,218888324505,222864751906,227754133456,232552285851,237735390301,247720276693
Euro area,EMU,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,2868076432743,3059638954844,3255128143660,3442866236191,3631800322995,3812080795355,4012775307897,4223924907322,4458019962183,4768010238372,5035068341388,5226734973103,5484039147240,5822439230248,6009754501193,5964093877669,6263545365345,6456320310918,6658435934623,6914583898636,7063808092108,7100253659100,7151422825331,7250501139713,7422202043484,7593514804426,7784177842033,7982388261123,8326641903610,8668371913022,8978429478967,9216905228137,9347111575231,9285370744173,9514741193135,9749459047515,9918632289619,10188825651336,10491542728247,10805034552382,11222913983900,11465284927025,11581663094429,11665599804766,11932619409971,12135726620050,12529680056916,12912554281700,12973943801745,12384632776390,12640394222575,12841980773530,12728845503959,12688043752705,12801853722990,13013964419700
Eritrea,ERI,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1179433457,1338123428,1622092105,1668457645,1822937442,1967107820,2001976435,2002246306,1939336012,2109133320,2172521829,2114830168,2145531909,2200767545,2179437333,2210534026,1994276818,2071584990,2117039512,2300794306,,,,
Spain,ESP,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,224160849118,250698521717,275651643902,302104550805,318141801837,338035637876,362529904064,378264928764,403219142288,439133934013,457976876556,479270390066,518329708874,558699638146,590091773907,593291271126,612892377881,630289783311,639510944106,639776638543,653907565166,653041342781,661181253245,672884926755,684893820132,700793190861,723592247947,763730797219,802637720265,841381286225,873197223046,895428829404,903749292185,894427192583,915743139603,940994701987,966162913907,1001810596026,1044948344371,1091813245033,1149560264901,1195554966887,1229984105960,1269190728477,1309382781457,1358132450331,1414822516556,1468145695364,1484529801325,1431475496689,1431672847682,1417354966887,1380215894040,1357139072848,1375605298013,1419821192053
Estonia,EST,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10488278146,11046662252,12350013245,12858503311,12748370861,14095629139,14987695364,15898410596,17077470199,18152450331,19854013245,21893390728,23589735099,22311298013,19026092715,19494662252,20972966887,22059907285,22405761589,23056993377,23303205298
Ethiopia,ETH,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,8227603582,8302969571,8986719590,8730775889,7757787406,8507314753,9686371612,9735159433,9700011206,9964477335,9253264787,8450777237,9561448857,9866455688,10471023887,11772171511,12141100403,11721244257,12326311978,13074915713,14160304517,14374794288,14064103274,15972968199,17860775923,19795942248,22063798450,24444156129,26595865977,29933790334,33279878092,36157859262,39984181570,44094230374,48330591495
European Union,EUU,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,4124684468272,4355350333030,4574492672351,4809981382011,5077787171648,5300868924808,5528745799243,5775133846545,6067611472518,6418760925361,6757382290352,7003394462504,7333314332480,7780692485988,7954538775201,7892353145665,8257180859805,8491335958072,8764224940579,9099386804508,9232053503750,9260492123965,9352401225097,9523377774055,9756869135868,10010585310808,10278141619986,10583250265105,11051258246653,11461920778902,11800544423663,11966809216000,12095072838491,12077826995360,12422880734808,12756577182920,13013871063416,13376278835155,13779854783712,14193890222818,14745365394487,15074790892405,15276418102048,15477014305355,15873235229744,16205563855133,16754141422962,17276403101776,17363151052194,16600789791353,16946058883844,17244507452566,17162226695839,17194289053651,17427755815621,17767380879593
Fragile and conflict affected situations,FCS,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280794350645,271217680049,315266802478,251361650072,264705826175,282078747003,292115745164,301922365009,321832135815,348068105028,392602393248,420835135774,426601064780,436224322355,429998870129,404974943645,462396386585,490317867482,520441603873,546484290835,574420658023,598012593993,630598962659,587394689253,658187574916,678054655509,673773233683,687132107302
Finland,FIN,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,54024056185,58132407637,59865884372,61832538321,65071751219,68522413656,70148329258,71669726483,73320488115,80354333545,84640359603,86635265430,93336923841,99855414040,103087268079,104947887815,105309310464,105561537219,108643625960,116381145033,122652980132,124241059603,128076821192,132074172185,136319205298,141140397351,144988079470,150148344371,157970860927,166007947020,167129801325,157245033113,152017218543,150900662252,156845033113,163443708609,169423841060,180015894040,189788079470,198222516556,209392052980,214796026490,218405298013,222760264901,231505960265,237941721854,247590728477,260427814570,262304635762,240614569536,247814569536,254185430464,250560264901,248660927152,246924503311,248272847682
Fiji,FJI,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,697947691.7,722498562.5,748552609.9,796151353.8,834981895.4,812435140.8,812435140.8,920910122.1,993811414.5,1019614843,1149133521,1228297185,1320238655,1473556228,1511885651,1519901818,1561488810,1653679288,1684493961,1890420331,1860108267,1977852926,1859607267,1785964553,1935860997,1846550519,1989656461,1858040288,1875798630,2015332404,2132221692,2074651680,2201205447,2248091808,2362744488,2421813085,2538060114,2482222789,2514491743,2735766983,2689258965,2743044113,2830821541,2859129727,3010663631,3031738276,3087900696,3061633357,3093253732,3050380075,3140508836,3044714645,3094495437,3260220628,3486534534,3605758855
France,FRA,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,608212496021,641702333049,684517833291,721120191306,768125244945,804826539351,846790259917,886489132180,924244923192,988854546756,1045487417219,1101376158940,1151396026490,1224054304636,1276582781457,1264070198676,1318605298013,1364115231788,1418390728477,1468872847682,1492201324503,1508283443709,1546119205298,1565543046358,1589409271523,1615209271523,1653186754967,1695794701987,1776072847682,1853389403974,1907397350993,1927217218543,1958046357616,1946050331126,1991692715232,2033221192053,2061442384106,2109625165563,2184647682119,2259080794702,2346623841060,2392487417219,2419246357616,2439072847682,2507035761589,2547341721854,2607839735099,2669423841060,2674637086093,2595966887417,2646994701987,2702031788079,2706968211921,2722566887417,2729631788079,2761185430464
Faroe Islands,FRO,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2301178416,,,,,
"Micronesia, Fed. Sts.",FSM,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,203119276.7,205556220.6,210795650,218228329,226392091.2,243207004.3,252954780.1,273546956.3,272084789.9,291359310.6,282293513.6,265170327.1,273008026.1,276785776.6,289416091.5,294472750.1,296239290.8,301648209.7,291901165,298207854.1,297720587.1,291588505.1,284124877,286858031.4,294117200,300148270.7,301841613.3,291091467.4,281185921.5,
Gabon,GAB,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,2185116066,2507788728,2694599217,2858765931,2988967100,3238047761,3384019102,3523276660,3611668656,3903596599,4242403105,4677619824,5207920212,5738213230,8004066950,9540056595,12938733999,11310770691,8590620140,8631374495,8851728062,9302752754,9014598090,9520158447,10235017844,9996240064,9915910505,8215724304,9271063112,10063304195,10585814826,11232873126,10885760986,11315373531,11735485610,12319190798,12765767504,13498314144,13967763047,12720075460,12480560713,12747049817,12715305435,13001060310,13090708219,13601338190,13106978860,13848696553,13390522032,13407974049,14358584300,15376859682,16184310412,17096848844,17834556864,18522379317
United Kingdom,GBR,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,726715409354,745417938846,755317038226,785199201831,824759755405,847762113873,865135397631,885128374743,920398421393,939289098766,981577791564,1015753076174,1058690719716,1127928842553,1099494362485,1082456607849,1115236527040,1144199667491,1191454455501,1235254336527,1208457958900,1198224286156,1223092170426,1274483911774,1303292177070,1356899824320,1399891078492,1477726260816,1565208377318,1604637503245,1613520486094,1593237799444,1600350142460,1642519366965,1708613822312,1751700384271,1798432468634,1854165181551,1916770478677,1976434637361,2051516318449,2108097866193,2160672019623,2232766397404,2288327854141,2356894354913,2419630700402,2482203235476,2470614405284,2367047611712,2403504326329,2450911011125,2479808627472,2533370110012,2605643189895,2666333396477
Georgia,GEO,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,7010305063,7538575805,8009736759,8366677446,8766449822,9822992545,10065712416,10351263975,11022311736,11993189294,12878400036,13663668750,14605990519,15691088206,16847575709,17618565634,18546610128,18917827678,19731651218,20802472730,21830459251,20045758979,20302754198,21430685500,19888704410,16947517873,13371591506,7367746932,5208996973,4667261638,4788610217,5324934691,5885066735,6067792374,6241892899,6356640224,6662105528,7026778397,7803806728,8260901423,9053918287,9903472455,11125957083,11383417007,10953604844,11638536891,12479016520,13271494211,13721005523,14355373149,14753724432
Ghana,GHA,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,7006635823,7246940591,7544728874,7877147681,8051179672,8161400230,7813864110,8054168878,8083877512,8569409339,9402653507,9893107625,9647001199,9925277071,10605408353,9286983330,8959135842,9162876199,9939515685,9689542688,9735247868,9394215617,8743792969,8344749210,9066367194,9527991912,10023367521,10503977858,11095159459,11659445145,12047566840,12683898393,13175959989,13814994123,14270888872,14857767623,15541590590,16193771305,16954941838,17700958746,18355894240,19090130010,19949185803,20986543461,22161789893,23469336373,24971353346,26056812916,28440958948,29819138460,32174772956,36694042412,40103840659,43036444041,44751818870,46489399741
Gibraltar,GIB,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,2093182838,2162256592,2298654261,2390680333,2494054850,2559235054,2642946284,2776260314,2886480600,3019480193,3154196569,3317634528,3438533152,3569610175,3658959679,3792817102,3988701293,4038504267,4133010005,4256887580,4363170508,4439861186,4659054145,4645999835,4735956493,4921073735,5115166394,5232815182,5253746370,5258999828
"Gambia, The",GMB,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,172511783.2,172511783.2,189031759.1,193635670.8,205551712.9,205416301.5,205912802.6,224960414.8,238185373.3,267704708.6,287384286,297269087.1,316045929.4,311848260.6,331401394.8,342410197.9,339792189,376772546.8,390092425.8,386923842.9,402753171,412638073.4,431111165.7,456528281,472775571.8,487464894.4,503934816.9,519113842.9,519915075.6,524499937.2,536162432.5,562434386.8,582119582,619375231.2,653440870,691340442,668871875.5,714823372.1,765218419.3,758012541.8,766533358.5,794366380.5,839920448.1,894092762.5,952429030.4,911201531.5,964618263.9,1010735774,1019604582,
Guinea-Bissau,GNB,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,347351025.7,333766240.1,355043373.6,358983974.4,375350919.1,404799392,424810469,394351261.1,446113978.7,455010135.5,382423954.3,451900933.9,470881144.3,454879249.5,496315214.7,516994152.8,512890007,527763817.3,552040952.8,585715451.1,621444093.5,653137742.4,660322257.4,674189024.8,695763073.7,726376649,810636340.3,863327702.4,620732793,627098640,661131204,675602750,668946863.5,672749894.5,691327223.5,720815269.1,737464300.6,761097588.1,785490084.5,811524428.4,847491366.9,926597014.7,909936792.9,917400753.4,940712595.5,985836507.6
Equatorial Guinea,GNQ,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,142222517.6,150427932.7,153739868.3,161433606.6,163066316.5,184110316.3,179819521.7,187797641.6,192784161.3,190414500.7,187065939.6,185153678.8,249485917.1,277012229.8,323186942.8,379700264,632504689.4,1581090716,1956986849,2459228256,2907146680,4749692624,5674117416,6465954705,8922935172,10417410869,11220063793,12594765185,13842701827,13214974204,12709498548,12960593573,13705469472,12813586083,12777156073,11219128487
Greece,GRC,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,56491515458,62790058100,63752955512,70214990313,76013583121,83153281183,88224672190,93060652161,99262315691,109089017107,117762978411,126996981987,139900067285,151221310464,141485318675,150493418278,160805073775,165534353642,177530402119,183357092318,184598660132,181730511523,179672145430,177734161457,181307649669,185857667682,186819778675,182599774834,190429400662,197665717881,197665717881,203793355099,205219908609,201936390066,205975117881,210300018146,216319075629,226019253775,234822488477,242037636424,251524956954,261916992450,272191660397,287963891258,302537722384,304350353113,321553555099,332080404503,330967362119,316733337351,299379400265,272038594040,252178432980,244113162384,245709620132,245140626623
Grenada,GRD,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,249333654.7,262834373,278635676.2,277393876.8,279758067,293537432.5,302126633.5,316582578.9,342167086.2,370394472.1,411692697.3,425806390.2,451661537.7,475144529,486058131.1,484617344.9,471825070.7,484816331.7,496955842.1,517119375.1,540952625.9,576341238,634393201.3,646274759.7,633194804.6,654959758.6,716944976.1,712303113.6,806847560.8,774430775.5,822062785,829864579.7,774978091.9,771015888.9,776912813.8,767937177.5,786001370.8,830684137.7,859018654.5
Greenland,GRL,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2287220565,,,,,
Guatemala,GTM,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,6155035024,6419610334,6646639935,7280798771,7618117627,7950402344,8388636789,8733592265,9499182025,9949149634,10517035515,11104280964,11918563619,12726980044,13538328827,13802324998,14821939407,15979417365,16777859286,17568676316,18229254709,18347172213,17699500703,17244253360,17329905178,17224307315,17248946618,17860246406,18555436326,19287001014,19885392406,20612849524,21610169022,22458828884,23364759980,24520976227,25246252733,26348021907,27663717711,28727958128,29764712430,30458996427,31636732056,32437391291,33459844422,34550672494,36409421545,38704692064,39974623903,40184907621,41338008617,43058516769,44337293327,45976702691,47895848025,49882943532
Guam,GUM,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,954522047.1,999284590.5,1010325944,886271484,986954427.3,1090989479,1148083946,1197607946,1209881362,1294505143,1349592251,1391603045,1345434235,1362181115,1467107746,1591562812,1616023752,1573382062,1544963812,1516602969,1542899192,1565983524,1359428191,1267090572,1203371908,1232248833,1221151172,1232134164,1186624881,1127953245,1093685068,1159137853,1249915116,1352581119,1467865792,1541058184,1662546993,1766072935,1735898394,1787452510,1762844160,1802508141,1821452515,1803142268,1862536418,1826088235,1919759428,2054532558,2095143415,2164673351,2259288396,2382128754,2496863007,2627239852,2728149909,2810153023
High income,HIC,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,8898592589808,9319691007627,9866024668843,10387286432820,11058566835399,11671245791480,12378626090172,12939901936353,13727134528073,14522975361310,15037307651547,15621853206766,16490296238907,17528221894477,17739702637277,17778141799306,18665601572896,19395374604783,20225537039699,21054130233419,21353904835025,21782897002471,21807066930200,22413922638677,23441610964544,24333363781737,25085386096107,25951286857318,27205608785900,28287304076628,29184337383270,29596423216793,30213222346026,30620175528391,31599277653108,32473650493704,33423305915198,34570049181353,35469352762363,36648531525835,38104162921781,38681283796814,39301726285988,40128863348733,41451776405641,42578463388832,43889285413778,45082253662379,45241965727914,43711677895783,45004571433226,45822328611955,46410990198105,46959687232819,47804691975247,48719375803820
"Hong Kong SAR, China",HKG,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,17646914073,17963587597,18251600759,18871674771,21012392497,22946967034,24620544327,27233218366,30577436439,31315910642,31470018826,36556880968,40843484682,44217537723,49327657046,54313855535,59343749332,61094263257,64745875474,71203501724,71742527987,79674401051,90349564238,98039821040,100272275421,104113116514,110049570498,116911143429,124160923334,131655256012,134780527701,140520117877,147686148440,138998299558,142482530554,153401659212,154261939959,156817528193,161610386689,175670644204,188649442839,201916372095,214969758151,219544022644,214145185397,228637697575,239645861297,243720566257,251208086226,257775655510,263860579574
Honduras,HND,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,2234326592,2275788082,2406983761,2493164291,2628210164,2865725629,3019725205,3200230573,3411387650,3433747210,3558279639,3700433039,3913663273,4221662800,4169835906,4258681839,4705872947,5194525575,5714274287,5980812087,6020792667,6173311521,6087427397,6031158121,6293253629,6556829798,6604214489,7002540422,7325347220,7642230955,7649634779,7898403489,8342633065,8862381778,8746882151,9102265884,9429515073,9900398522,10187667041,9995167518,10569704557,10857538040,11265166702,11777398118,12511401250,13268415997,14139785191,15014801359,15650167710,15269613869,15839344592,16446892853,17125933704,17604014377,18147136062,18806832092
Heavily indebted poor countries (HIPC),HPC,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,99034232651,99365875535,106214936852,109664321882,113608033978,118441112278,121636457785,124481083881,128156069849,134081353902,139962536495,145848016902,148394109916,152748049474,161521330167,164932186640,171548277122,178004409419,182255558503,182158394804,181623730290,188763142418,191134051644,192249178038,194536235011,197490921533,203457987370,210301562762,212730184961,217095130934,214764102169,216600313809,215301279268,216915323265,217529253023,228034505028,240551286547,251243927684,260290505330,268184107726,275855036847,287520965416,297910028837,311561694539,327891562994,348307378206,370141265106,394770598087,418871026794,437668226204,463041658271,485563825522,513065937607,542258371605,572510178724,600089614091
Croatia,HRV,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39580487611,41905326020,44690133610,45522210676,45096350398,46795353673,48402495343,50941919932,53773224484,55968683441,58299130372,61088814231,64234891205,65553868300,60713512917,59680624422,59512765109,58210965524,57591646782,57384066750,58327812721
Haiti,HTI,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6329592631,6500271546,6557164517,6488793139,6471825060,6495280934,6267209986,6379498746,6523228359,6741318083,6798211055,7007816740,6622541529,6988353355,7189974062,7495399489,7705005174,7832265769
Hungary,HUN,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91192752098,88398441712,87889170760,90479400461,91827114181,91866817953,95013267201,99013157298,102225305371,106546788406,110647925168,115605880203,120049658815,125977368075,131463208252,136467171196,137048275664,138198584589,129134031548,130093753006,132380152891,130144390972,132603818055,137473322009,141513547177
